"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000223181.1",0.264468462949875,0.853477440016918,2.46893831720626,0.345686011703473,0.729578697948902,NA,NA,NA
"ENSG00000240618.1",5.03742088390429,0.131592588064687,0.578750025773669,0.227373792145883,0.820133097461753,0.927178936747524,NA,NA
"ENSG00000229905.1",0.499546799647785,-0.59806658104805,1.30949399128955,-0.456715788714001,0.647875340906641,NA,NA,NA
"ENSG00000228327.2",119.62452750862,-0.0791408739953868,0.247609880503046,-0.319619208387821,0.749257011424624,0.891905145101832,NA,NA
"ENSG00000237491.4",152.55044466479,0.292048593913369,0.235805452266151,1.23851501781111,0.215525157089126,0.481348385478562,"LINC01409","105378580"
"ENSG00000230092.3",16.1966656750956,-0.367924859067771,0.341623372498605,-1.0769897164143,0.281484859911126,0.556265995665339,NA,NA
"ENSG00000269831.1",0.262976165767047,-0.563673412907927,1.86401420351201,-0.302397595386293,0.762348987600364,NA,NA,NA
"ENSG00000177757.1",34.9952664045688,-0.35803099565739,0.41659342218147,-0.859425465199568,0.39010582529017,0.657803677558546,"FAM87B","400728"
"ENSG00000225880.4",330.237991050384,0.0574449888513218,0.293265687113045,0.195880361650283,0.844703808634326,0.937750547552708,"LINC00115","79854"
"ENSG00000228794.4",1088.5085345548,-0.299285598295953,0.164719771550743,-1.8169379150927,0.0692266202991768,0.249693674438185,"LINC01128","643837"
"ENSG00000230368.2",5.56308325799635,0.640703195661884,0.641752877537454,0.998364351898821,0.318102713129925,0.592469628926088,"FAM41C","284593"
"ENSG00000234711.1",2.77079171128705,1.50819212708796,0.808256935579411,1.86598105218459,0.0620440164959597,0.233929699601659,NA,NA
"ENSG00000269308.1",0.182757267113045,-0.332858964493539,2.57723404993405,-0.129153564652794,0.897236138422707,NA,NA,NA
"ENSG00000272438.1",4.86316708160041,0.828954874621136,0.612355571006027,1.35371492294789,0.17582734529267,0.430846945901263,NA,NA
"ENSG00000230699.2",27.0608471176219,0.725983781268007,0.355826003605387,2.04027747807079,0.0413226966884754,0.181662983513239,NA,NA
"ENSG00000223764.2",144.566936136057,0.493356424759667,0.393715975598418,1.25307697766087,0.210177693626868,0.475235027165837,"LINC02593","100130417"
"ENSG00000187634.6",370.152556160891,0.427142219236223,0.464174350335841,0.920219350610768,0.357458144175329,0.630248846807454,"SAMD11","148398"
"ENSG00000268179.1",0.139636797330761,-0.92574873676077,3.22684010741159,-0.286890179229661,0.774196410396026,NA,NA,NA
"ENSG00000188976.6",3479.14330310325,-0.241088761418743,0.0982489822151153,-2.45385505257328,0.0141333937779793,0.0903794160545,"NOC2L","26155"
"ENSG00000187961.9",1004.36413356249,0.718964030917069,0.22889318474139,3.14104603738803,0.00168345567486253,0.0205283733494505,"KLHL17","339451"
"ENSG00000187583.6",126.123928768619,0.415441503206538,0.419133975382119,0.991190234167453,0.321592698287842,0.59544528447296,"PLEKHN1","84069"
"ENSG00000187642.5",48.564128302682,0.443081712303893,0.315067682327334,1.40630644511347,0.1596331471215,0.407919939534076,"PERM1","84808"
"ENSG00000272512.1",141.647045533502,0.0220624135841358,0.372837807482158,0.0591742927926952,0.952813285132564,0.982205676961154,NA,NA
"ENSG00000188290.6",436.432482684686,-0.510934028928054,0.344088461347268,-1.48489149251767,0.137572570026756,0.374092460051152,"HES4","57801"
"ENSG00000231702.2",4.16905198138946,1.10484072741861,0.607301840220586,1.81926128696943,0.0688715765954749,0.24907069663344,NA,NA
"ENSG00000224969.1",6.22738883526725,0.409956411237909,0.61108095240113,0.670870871734851,0.502302793862794,0.746529054056622,NA,NA
"ENSG00000187608.5",660.860817479944,0.558348868606192,0.319233533073337,1.7490295058631,0.0802859192528414,0.272473279771454,"ISG15","9636"
"ENSG00000188157.9",15131.1784301574,-0.376209439973415,0.15735747351717,-2.39079486702845,0.0168119431245122,0.101435794395895,"AGRN","375790"
"ENSG00000217801.5",155.461371282509,0.675001145401315,0.271526459461643,2.48594979192689,0.0129206193147761,0.0846242100777045,"LOC100288175","100288175"
"ENSG00000273443.1",3.97030963005414,-0.23711236506604,0.862776684633225,-0.274824724971374,0.783450901470673,0.90901785099222,NA,NA
"ENSG00000237330.2",4.63842324483446,0.402978760727034,0.495595159579586,0.813120856686496,0.416148769562019,0.678671101912617,"RNF223","401934"
"ENSG00000131591.13",1221.58395561061,-0.352908921468866,0.181530402734335,-1.94407612252885,0.0518862721669501,0.209462514706601,"C1orf159","54991"
"ENSG00000223823.1",9.25385426014118,2.32100906539911,0.44804970216611,5.1802490977633,2.21589793646877e-07,2.167220524883e-05,"LINC01342","254099"
"ENSG00000207730.1",0.736626984710323,0.373787215879541,1.34191310298841,0.278548003627899,0.780591720867885,NA,"MIR200B","406984"
"ENSG00000207607.1",0.510048300415776,-0.880708413487415,1.43474958805935,-0.613841203243464,0.539320266760136,NA,"MIR200A","406983"
"ENSG00000198976.1",1.43232276608986,-0.8835395756644,0.988768652312452,-0.893575634298326,0.371548987854102,NA,"MIR429","554210"
"ENSG00000272141.1",304.955198971221,-0.400844117082304,0.379891238842035,-1.05515493935616,0.291354468847899,0.565389893610069,NA,NA
"ENSG00000205231.1",9.57905243647002,0.549991789331104,0.39578241268691,1.38963170596007,0.164640742741671,0.414775464418121,"TTLL10-AS1","100506376"
"ENSG00000162571.9",31.6810076495673,0.0224366842823632,0.358155360543591,0.0626451164888608,0.950049102184215,0.981176882077243,"TTLL10","254173"
"ENSG00000186891.9",158.113943379013,0.542823096855993,0.50944607556381,1.06551629876674,0.286642353920807,0.561359051796335,"TNFRSF18","8784"
"ENSG00000186827.6",322.217054869865,0.0796888906890804,0.324080020044381,0.245892636880754,0.805765343793715,0.919327668682625,"TNFRSF4","7293"
"ENSG00000078808.12",7699.82658251492,-0.229602833172175,0.146259385579964,-1.56983315813701,0.116453931295517,0.340149819097359,"SDF4","51150"
"ENSG00000176022.3",991.791789354473,-0.306064077364519,0.208921871061314,-1.46496906144736,0.142929358932438,0.383247812220864,"B3GALT6","126792"
"ENSG00000184163.3",54.7911137632764,-0.57853464795087,0.296988628272061,-1.94800269396475,0.0514146408064669,0.208168172965931,"C1QTNF12","388581"
"ENSG00000260179.1",24.897882885742,-0.208490319799102,0.367266163165236,-0.567681808752146,0.570251045971166,0.788777704526433,NA,NA
"ENSG00000160087.16",2391.31300234826,-0.130195485488721,0.100869104271495,-1.29073700444779,0.196794888470194,0.459211218988319,"UBE2J2","118424"
"ENSG00000230415.1",85.9026072452492,0.978380824254472,0.256098988310454,3.82032287870047,0.00013327708691941,0.00313168700424513,NA,NA
"ENSG00000162572.15",1001.67409083248,0.764682927006878,0.236287334519953,3.23624170783603,0.001211147809291,0.0161276531422103,"SCNN1D","6339"
"ENSG00000131584.14",4341.65494441814,0.130895111090616,0.188476018875156,0.694492126222801,0.487373636959166,0.735246922948963,"ACAP3","116983"
